question_id,question_th,question_en,question_translation_time,evidence_th,evidence_en,evidence_translation_time,difficulty,generated_sql,gold_sql,generation_time_formatted,generation_time_seconds
76,ที่ตั้งของเมืองของโรงเรียนระดับมัธยมปลายที่มีการจัดหาอาหารกลางวัน 2 ซึ่งมีเกรดต่ำสุดคือ 9 และเกรดสูงสุดคือ 12 ในเขตเมอร์เซดคืออะไร,What is the location of secondary schools providing lunch programs with grade levels ranging from 9 to 12 in the Merced district?,5.8243091106414795,โรงเรียนมัธยมสามารถแสดงเป็น EILCode = 'HS',Secondary schools can be represented as EILCode = 'HS',2.6897737979888916,moderate,"SELECT T1.Street, T1.City, T1.Zip FROM schools AS T1 JOIN frpm AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.District = 'Merced' AND T2.Low Grade = 9 AND T2.High Grade = 12 AND T1.EILCode = 'HS';",SELECT T2.City FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.`NSLP Provision Status` = 'Lunch Provision 2' AND T2.County = 'Merced' AND T1.`Low Grade` = 9 AND T1.`High Grade` = 12 AND T2.EILCode = 'HS',21.39 วินาที,21.38797116279602
77,โรงเรียนใดบ้างที่เปิดสอนช่วงชั้นอนุบาลถึงชั้นประถมศึกษาปีที่ 9 ในเขตลอสแอนเจลิส และเปอร์เซ็นต์ (%) FRPM ที่มีสิทธิ์ (อายุ 5-17 ปี) เป็นเท่าใด,"Which schools offer instruction from the preschool level through grade 9 in the Los Angeles district, and what is the percentage (%) of eligible FRPM (ages 5-17)?",7.132791042327881,เปอร์เซ็นต์ (%) สามารถรับ FRPM ที่มีสิทธิ์ (อายุ 5-17 ปี) ได้โดย `จำนวน FRPM (อายุ 5-17)` / `การลงทะเบียน (อายุ 5-17 ปี)` * 100,The percentage (%) of eligible FRPM recipients (ages 5-17) is calculated as `Number of FRPM Recipients (ages 5-17)` / `Registrations (ages 5-17)` * 100.,8.43475890159607,moderate,"SELECT frpm.""Percent (%) Eligible FRPM (Ages 5-17)"", frpm.School Name FROM frpm WHERE frpm.District Name = 'Los Angeles' AND frpm.Low Grade = 'PK' AND frpm.High Grade = '09';","SELECT T2.School, T1.`FRPM Count (Ages 5-17)` * 100 / T1.`Enrollment (Ages 5-17)` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.County = 'Los Angeles' AND T2.GSserved = 'K-9'",20.01 วินาที,20.008596897125244
78,ช่วงเกรดประเภทใดที่ใช้กันมากที่สุดในเมือง Adelanto?,What grade types are most frequently used in the city of Adelanto?,3.9248249530792236,,,-1,simple,SELECT School Type FROM frpm WHERE County Name = 'Adelanto' GROUP BY School Type ORDER BY COUNT(*) DESC LIMIT 1;,SELECT GSserved FROM schools WHERE City = 'Adelanto' GROUP BY GSserved ORDER BY COUNT(GSserved) DESC LIMIT 1,14.27 วินาที,14.2691969871521
79,ระหว่างซานดิเอโกและซานตาบาร์บารา เคาน์ตีใดมีโรงเรียนจำนวนมากที่สุดที่ไม่มีอาคารเรียน ระบุจำนวนเงิน,Which county between San Diego and Santa Barbara has the highest number of schools without permanent buildings? Specify the amount.,5.078758955001831,ไม่มีอาคารทางกายภาพ' หมายถึง Virtual = F ในฐานข้อมูล,"""No physical building"" means Virtual = F in the database.",2.8696393966674805,moderate,SELECT County FROM frpm WHERE `Educational Option Type` = 'Virtual' ORDER BY `School Code` DESC LIMIT 1;,"SELECT County, COUNT(Virtual) FROM schools WHERE (County = 'San Diego' OR County = 'Santa Barbara') AND Virtual = 'F' GROUP BY County ORDER BY COUNT(Virtual) DESC LIMIT 1",14.76 วินาที,14.761155128479004
80,โรงเรียนประเภทใดของโรงเรียนที่มีละติจูดสูงสุด? ระบุชื่อโรงเรียนและพิกัดละติจูด,What type of school has the highest latitude? Identify the school name and latitude coordinate.,4.338896751403809,,,-1,simple,"SELECT School, Latitude FROM frpm ORDER BY Latitude DESC LIMIT 1;","SELECT T1.`School Type`, T1.`School Name`, T2.Latitude FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode ORDER BY T2.Latitude DESC LIMIT 1",13.00 วินาที,13.002191066741943
81,ในเมืองใดที่คุณจะพบโรงเรียนในรัฐแคลิฟอร์เนียซึ่งมีพิกัดละติจูดต่ำสุดและเกรดต่ำสุดคือเท่าไร ระบุชื่อโรงเรียน,In which city can you find a school in the state of California with the lowest latitude and lowest grade level? Identify the school’s name.,6.562134027481079,รัฐแคลิฟอร์เนีย หมายถึง รัฐ = 'CA',California state equates to state code = 'CA',2.5680840015411377,moderate,"SELECT School FROM schools WHERE State = 'CA' ORDER BY Latitude ASC, Low Grade ASC LIMIT 1;","SELECT T2.City, T1.`Low Grade`, T1.`School Name` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.State = 'CA' ORDER BY T2.Latitude ASC LIMIT 1",14.11 วินาที,14.111582040786743
82,โรงเรียนที่มีลองจิจูดสูงสุดเปิดสอนช่วงเกรดเป็นเท่าใด,What grade levels are offered at the school with the highest longitude?,3.768948793411255,ลองจิจูดสูงสุดหมายถึงโรงเรียนที่มีค่าลองจิจูดสัมบูรณ์สูงสุด,Maximum longitude refers to schools with the highest absolute longitude value.,2.7685859203338623,simple,"SELECT Low Grade, High Grade FROM frpm ORDER BY Longitude DESC LIMIT 1;",SELECT GSoffered FROM schools ORDER BY ABS(longitude) DESC LIMIT 1,13.45 วินาที,13.452720880508423
83,ในบรรดาโรงเรียนที่เปิดสอนโปรแกรมแม่เหล็กที่เปิดสอนช่วงชั้นอนุบาลถึงชั้นประถมศึกษาปีที่ 8 มีโรงเรียนกี่แห่งที่เปิดสอนประเภทการเตรียมการหลายประเภท ระบุจำนวนเมืองที่เปิดสอนช่วงชั้นอนุบาลถึงชั้นประถมศึกษาปีที่ 8 และระบุว่ามีโรงเรียนกี่แห่งที่เปิดสอนช่วงระดับชั้นดังกล่าวสำหรับแต่ละเมือง,"Among schools offering magnetic programs for students from preschool through grade 8, how many offer multiple preparation types? Identify the number of cities offering programs for preschool through grade 8, and specify the number of schools offering programs for those grade levels in each city.",10.236374139785767,โรงเรียนอนุบาลถึงชั้นประถมศึกษาปีที่ 8 หมายถึง K-8; 'เสนอโปรแกรมแม่เหล็ก' หมายถึง Magnet = 1; การเตรียมการหลายประเภทอ้างอิงถึง `สถานะการเตรียมการ NSLP` = 'การเตรียมการหลายประเภท',School levels from nursery to grade 8 refer to K-8; 'Offer Magnet Program' means Magnet = 1; Multiple preparation types refer to `NSLP Preparation Status` = 'Multiple Preparation Types'.,7.662592887878418,challenging,"SELECT COUNT(DISTINCT City), SUM(CASE WHEN Virtual = 1 THEN 1 ELSE 0 END) FROM schools WHERE GSoffered = 'Y' AND Virtual = 1 AND (School LIKE '%K-8%' OR School LIKE '%K to 8%') GROUP BY City;","SELECT T2.City, COUNT(T2.CDSCode) FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.Magnet = 1 AND T2.GSoffered = 'K-8' AND T1.`NSLP Provision Status` = 'Multiple Provision Types' GROUP BY T2.City",21.15 วินาที,21.151610851287842
84,ชื่อ 2 ชื่อที่พบบ่อยที่สุดในหมู่ผู้บริหารโรงเรียนคืออะไร? ระบุเขตที่ตนบริหารจัดการอยู่,What are the two most common names among school administrators? Specify the district in which they administer.,4.635737180709839,,,-1,simple,"SELECT AdmFName1, District FROM schools ORDER BY AdmFName1 DESC LIMIT 2;","SELECT DISTINCT T1.AdmFName1, T1.District FROM schools AS T1 INNER JOIN ( SELECT admfname1 FROM schools GROUP BY admfname1 ORDER BY COUNT(admfname1) DESC LIMIT 2 ) AS T2 ON T1.AdmFName1 = T2.admfname1",13.58 วินาที,13.582010746002197
85,เปอร์เซ็นต์ (%) ที่มีสิทธิ์ฟรี (K-12) คืออะไรในโรงเรียนที่บริหารงานโดยผู้ดูแลระบบซึ่งมีชื่อแรกคืออลูซีน ระบุรหัสเขตของโรงเรียน,What is the percentage (%) eligible for free (K-12) in schools managed by custodians with a first name of Alucen? Provide the school district code.,7.258774995803833,เปอร์เซ็นต์ (%) ฟรีที่มีสิทธิ์ (K-12) = `จำนวนมื้ออาหารฟรี (K-12)` / `การลงทะเบียน (K-12)` * 100%,Percentage (%) Eligible for Free (K-12) = `Number of Free Meals (K-12)` / `Enrollment (K-12)` * 100%,7.21714186668396,moderate,SELECT T1.NCESDist FROM frpm AS T1 JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.AdmFName1 = 'Alucen';,"SELECT T1.`Free Meal Count (K-12)` * 100 / T1.`Enrollment (K-12)`, T1.`District Code` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.AdmFName1 = 'Alusine'",18.03 วินาที,18.028306007385254
86,นามสกุลของผู้บริหารที่ดูแลโรงเรียนตามกฎบัตรหมายเลข 40 คืออะไร? ระบุเขต อำเภอที่โรงเรียนตั้งอยู่ และชื่อโรงเรียน,"What is the surname of the administrator responsible for the school according to charter number 40? Specify the district, sub-district, and school name.",6.504148006439209,,,-1,simple,"SELECT T1.District, T1.School, T1.School District, T1.AdmLName1 FROM schools AS T1 WHERE T1.Charter = 'Y' AND T1.CharterNum = 40;","SELECT AdmLName1, District, County, School FROM schools WHERE CharterNum = '0040'",18.14 วินาที,18.141459226608276
87,ที่อยู่อีเมลที่ถูกต้องของผู้ดูแลระบบของโรงเรียนที่ตั้งอยู่ในเขต San Bernardino เมือง San Bernardino City Unified ที่เปิดระหว่างวันที่ 1/1/2009 ถึง 31/12/2010 ซึ่งประเภทโรงเรียนเป็นโรงเรียนระดับกลาง/มัธยมต้นและโรงเรียนแบบรวมสาธารณะ,"The valid email address of the school administrator for a school located in the San Bernardino district, San Bernardino City Unified, operating between 01/01/2009 and 12/31/2010, with a school type of middle/junior high school and a public comprehensive school.",12.41252088546753,ระดับกลาง/ระดับมัธยมศึกษาตอนต้น หมายถึง SOC = 62; Unified School หมายถึง DOC = 54; ปีระหว่าง 2009 ถึง 2010 สามารถอ้างอิงถึง 'ระหว่าง 1/1/2009 ถึง 12/31/2010',Middle/Lower Secondary Education refers to SOC = 62; Unified School refers to DOC = 54; The period between 2009 and 2010 can be referenced as 'between 1/1/2009 and 12/31/2010'.,11.469584226608276,challenging,SELECT AdmEmail1 FROM schools WHERE District = 'San Bernardino City Unified' AND District LIKE '%San Bernardino%' AND OpenDate BETWEEN '2009-01-01' AND '2010-12-31' AND School LIKE '%Middle/Junior High%' AND School LIKE '%Public Comprehensive%';,"SELECT T2.AdmEmail1, T2.AdmEmail2 FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.County = 'San Bernardino' AND T2.City = 'San Bernardino' AND T2.DOC = 54 AND strftime('%Y', T2.OpenDate) BETWEEN '2009' AND '2010' AND T2.SOC = 62",22.65 วินาที,22.653975009918213
88,"ที่อยู่อีเมลของผู้ดูแลระบบสำหรับโรงเรียนที่มีจำนวนผู้สอบสูงสุดที่ได้รับคะแนน SAT อย่างน้อย 1,500 คืออะไร? ระบุชื่อโรงเรียน","What is the administrator's email address for schools with the highest number of students who received a SAT score of at least 1,500? Specify the school name.",7.1959898471832275,,,-1,simple,"SELECT T1.School, T1.AdmEmail1 FROM schools AS T1 JOIN satscores AS T2 ON T1.CDSCode = T2.cds WHERE T2.NumGE1500 = (SELECT MAX(NumGE1500) FROM satscores) LIMIT 1;","SELECT T2.AdmEmail1, T2.School FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.NumGE1500 DESC LIMIT 1",20.48 วินาที,20.482115030288696
89,มีบัญชีกี่บัญชีที่เลือกออกหลังการทำธุรกรรมและอยู่ในภูมิภาคโบฮีเมียตะวันออก,How many accounts were selected for exclusion after a transaction and reside in the Moravian-Silesian Region?,5.061032056808472,A3 มีข้อมูลของภูมิภาค 'POPLATEK PO OBRATU' หมายถึง 'การออกหลังการทำธุรกรรม',"A3 contains data for the region 'POPLATEK PO OBRATU', which refers to 'post-transaction issuance'.",4.807728052139282,moderate,SELECT COUNT(DISTINCT T1.account_id) FROM trans AS T1 JOIN district AS T2 ON T2.district_id = T1.account_id WHERE T2.A3 = 'POPLATEK PO OBRATU' AND T2.district_id = 41;,SELECT COUNT(T2.account_id) FROM district AS T1 INNER JOIN account AS T2 ON T1.district_id = T2.district_id WHERE T1.A3 = 'east Bohemia' AND T2.frequency = 'POPLATEK PO OBRATU',17.93 วินาที,17.933069705963135
90,มีบัญชีกี่บัญชีที่มีภูมิภาคในกรุงปรากจึงมีสิทธิ์ได้รับสินเชื่อ,How many accounts with a region in Prague are eligible for a loan?,3.9381189346313477,A3 มีข้อมูลของภูมิภาค,A3 contains regional data.,1.8109281063079834,simple,SELECT COUNT(DISTINCT T1.account_id) FROM account AS T1 INNER JOIN client AS T2 ON T1.district_id = T2.district_id INNER JOIN district AS T3 ON T2.district_id = T3.district_id WHERE T3.A3 = 'Prague' AND T1.frequency = 'M';,SELECT COUNT(T1.account_id) FROM account AS T1 INNER JOIN loan AS T2 ON T1.account_id = T2.account_id INNER JOIN district AS T3 ON T1.district_id = T3.district_id WHERE T3.A3 = 'Prague',19.39 วินาที,19.388740062713623
91,อัตราการว่างงานเฉลี่ยปี 2538 และ 2539 ข้อใดมีเปอร์เซ็นต์สูงกว่า,Which of the average unemployment rates for the years 1995 and 1996 has a higher percentage?,5.556307315826416,A12 หมายถึงอัตราการว่างงานปี 1995 A13 หมายถึงอัตราการว่างงาน พ.ศ. 2539,A12 refers to the 1995 unemployment rate. A13 refers to the unemployment rate for the Buddhist Era 2539 (equivalent to 1996).,6.85113787651062,simple,"SELECT AVG(CASE WHEN A12 > A13 THEN 1 ELSE 0 END) AS higher_1995, AVG(CASE WHEN A13 > A12 THEN 1 ELSE 0 END) AS higher_1996 FROM district;","SELECT DISTINCT IIF(AVG(A13) > AVG(A12), '1996', '1995') FROM district",16.62 วินาที,16.62217688560486
92,"ออกรายการหมายเลข ของเขตที่มีเงินเดือนเฉลี่ยหญิงมากกว่า 6,000 แต่น้อยกว่า 10,000?","List the district identifiers where the average female salary is greater than 6,000 but less than 10,000?",6.11188006401062,A11 หมายถึงเงินเดือนโดยเฉลี่ย เพศหญิงแมปกับเพศ = 'F',A11 represents average salary. Gender maps to gender = 'F'.,3.1764700412750244,simple,SELECT DISTINCT A11 FROM district WHERE A11 > 6000 AND A11 < 10000 AND EXISTS (SELECT 1 FROM client WHERE client.district_id = district.district_id AND gender = 'F');,SELECT COUNT(DISTINCT T2.district_id)  FROM client AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T1.gender = 'F' AND T2.A11 BETWEEN 6000 AND 10000,15.75 วินาที,15.752063989639282
93,"ลูกค้าชายที่อาศัยอยู่ในโบฮีเมียเหนือมีเงินเดือนเฉลี่ยมากกว่า 8,000 คนกี่คน?","How many male customers residing in Upper Bohemia have an average salary exceeding 8,000?",4.774066209793091,ชาย หมายถึง เพศ = 'M'; A3 หมายถึงภูมิภาค A11 หมายถึงเงินเดือนโดยเฉลี่ย,Male means 'M'; A3 means Region A11 means Average Salary,3.1956710815429688,moderate,SELECT COUNT(client_id) FROM client WHERE gender = 'M' AND district_id IN (SELECT district_id FROM district WHERE A3 > 8000);,SELECT COUNT(T1.client_id) FROM client AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id WHERE T1.gender = 'M' AND T2.A3 = 'north Bohemia' AND T2.A11 > 8000,13.70 วินาที,13.699671983718872
94,แสดงรายการหมายเลขบัญชีของลูกค้าหญิงที่มีอายุมากที่สุดและมีเงินเดือนเฉลี่ยต่ำสุด คำนวณช่องว่างระหว่างเงินเดือนเฉลี่ยต่ำสุดกับเงินเดือนเฉลี่ยสูงสุดหรือไม่,Display a list of customer account numbers for the oldest female customers with the lowest average salary. Calculate the difference between the lowest average salary and the highest average salary?,6.999130010604858,หญิงหมายถึงเพศ = 'F'; A11 หมายถึงเงินเดือนโดยเฉลี่ย Gap = เงินเดือนเฉลี่ยสูงสุด - เงินเดือนเฉลี่ยต่ำสุด ถ้าวันเกิดของบุคคล A > วันเกิดของ B หมายความว่าบุคคล B มีลำดับมากกว่าบุคคล A,"Female signifies gender = 'F'; A11 represents average salary; Gap = Maximum average salary - Minimum average salary. If the birthdate of person A > the birthdate of person B, it means person B has a higher rank than person A.",8.968040943145752,challenging,SELECT T1.account_id FROM client AS T1 JOIN disp AS T2 ON T1.client_id = T2.client_id JOIN account AS T3 ON T2.account_id = T3.account_id WHERE T1.gender = 'F' ORDER BY T1.birth_date ASC LIMIT 1;,"SELECT T1.account_id , ( SELECT MAX(A11) - MIN(A11) FROM district ) FROM account AS T1 INNER JOIN district AS T2 ON T1.district_id = T2.district_id INNER JOIN disp AS T3 ON T1.account_id = T3.account_id INNER JOIN client AS T4 ON T3.client_id = T4.client_id WHERE T2.district_id = ( SELECT district_id FROM client WHERE gender = 'F' ORDER BY birth_date ASC LIMIT 1 ) ORDER BY T2.A11 DESC LIMIT 1",19.53 วินาที,19.5250461101532
95,แสดงรายการหมายเลขบัญชีของลูกค้าที่อายุน้อยที่สุดและมีเงินเดือนเฉลี่ยสูงสุด?,Display a listing of customer account numbers for the youngest customer with the highest average salary?,4.346220970153809,หากวันเกิดของบุคคล A < วันเกิดของ B หมายความว่าบุคคล B มีอายุน้อยกว่าบุคคล A; A11 หมายถึงเงินเดือนโดยเฉลี่ย,"If the birthdate of person A < the birthdate of person B, it means person B is younger than person A; A11 refers to the average salary.",6.411858797073364,moderate,SELECT T1.account_id FROM client AS T1 JOIN disp AS T2 ON T1.client_id = T2.client_id JOIN district AS T3 ON T1.district_id = T3.district_id ORDER BY T1.birth_date ASC LIMIT 20 OFFSET 19;,"SELECT T1.account_id  FROM account AS T1 INNER JOIN disp AS T2 ON T1.account_id = T2.account_id INNER JOIN client AS T3 ON T2.client_id = T3.client_id INNER JOIN district AS T4 on T4.district_id = T1.district_id WHERE T2.client_id = ( SELECT client_id FROM client ORDER BY birth_date DESC LIMIT 1) GROUP BY T4.A11, T1.account_id",18.59 วินาที,18.587677001953125
96,มีลูกค้ากี่รายที่เลือกใบแจ้งยอดการออกรายสัปดาห์เป็นเจ้าของ,How many customers have selected weekly statements?,3.015737771987915,POPLATEK TYDNE' ย่อมาจากการออกรายสัปดาห์,POPLATEK TYDNE' refers to weekly output.,2.7423529624938965,simple,SELECT COUNT(DISTINCT client_id) FROM disp WHERE account_id IN (SELECT account_id FROM account WHERE frequency = 'weekly');,SELECT COUNT(T1.account_id) FROM account AS T1 INNER JOIN disp AS T2 ON T1.account_id = T2.account_id WHERE T2.type = 'OWNER' AND T1.frequency = 'POPLATEK TYDNE',11.76 วินาที,11.763120889663696
97,แสดงรายการหมายเลขประจำตัวของลูกค้าที่เลือกใบแจ้งยอดการออกหลังการทำธุรกรรมเป็น Disponent?,Does the list display customer identification numbers for statements generated post-transaction as Disponent?,4.338288068771362,POPLATEK PO OBRATU' ย่อมาจากการออกหลังการทำธุรกรรม,POPLATEK PO OBRATU' originates from post-transaction issuance.,3.3574390411376953,simple,SELECT DISTINCT T1.client_id FROM disp AS T1 JOIN trans AS T2 ON T1.account_id = T2.account_id WHERE T1.type = 'Disponent' AND T2.operation = 'POPLATEK PO OBRATU';,SELECT T2.client_id FROM account AS T1 INNER JOIN disp AS T2 ON T1.account_id = T2.account_id WHERE T1.frequency = 'POPLATEK PO OBRATU' AND T2.type = 'DISPONENT',17.21 วินาที,17.20862913131714
98,ในบรรดาบัญชีที่ได้รับอนุมัติวันที่กู้ยืมในปี 1997 ให้ระบุบัญชีที่มีจำนวนเงินอนุมัติต่ำสุดและเลือกใบแจ้งยอดการออกรายสัปดาห์,"Among the approved accounts with disbursement dates in 1997, identify the account with the lowest approved amount and select the weekly statement.",6.405352830886841,POPLATEK TYDNE' ย่อมาจากการออกรายสัปดาห์,POPLATEK TYDNE' refers to weekly output.,2.74035906791687,moderate,"SELECT T1.account_id FROM disp AS T1 JOIN account AS T2 ON T1.account_id = T2.account_id WHERE T1.type = 'approved' AND STRFTIME('%Y', T1.issued) = '1997' ORDER BY T1.amount LIMIT 1;","SELECT T2.account_id FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id WHERE STRFTIME('%Y', T1.date) = '1997' AND T2.frequency = 'POPLATEK TYDNE' ORDER BY T1.amount LIMIT 1",18.80 วินาที,18.803842067718506
99,ในบรรดาบัญชีที่มีอายุสินเชื่อมากกว่า 12 เดือน ให้ระบุบัญชีที่มีวงเงินอนุมัติสูงสุดและมีวันเปิดบัญชีในปี 2536,"From among accounts with loan tenures exceeding 12 months, identify the accounts with the highest approved credit limits and account opening dates in 1996.",6.729657888412476,ความถูกต้องของสินเชื่อมากกว่า 12 เดือนหมายถึงระยะเวลา> 12,Loan accuracy for periods exceeding 12 months indicates a duration greater than 12.,3.630295991897583,moderate,SELECT account_id FROM loan WHERE duration > 12 AND account_id IN (SELECT account_id FROM account WHERE date LIKE '1996%') ORDER BY amount DESC LIMIT 10;,"SELECT T1.account_id FROM loan AS T1 INNER JOIN account AS T2 ON T1.account_id = T2.account_id WHERE STRFTIME('%Y', T2.date) = '1993' AND T1.duration > 12 ORDER BY T1.amount DESC LIMIT 1",14.87 วินาที,14.870354175567627
