question_num,question,generation_time_formatted,generation_time_seconds
535,ชื่อ นามสกุล นามสกุล พร้อมด้วยรหัส ของนักศึกษาทุกคนที่ลงทะเบียนเรียนหลักสูตร 2 ปริญญา ในหนึ่งภาคการศึกษามีอะไรบ้าง,10.76 วินาที,10.758384943008423
536,ใครบ้างที่ลงทะเบียนเรียนหลักสูตรปริญญาตรี? ระบุชื่อ ชื่อกลาง นามสกุล.,14.28 วินาที,14.276892900466919
537,ชื่อ ชื่อกลาง และนามสกุลสำหรับทุกคนที่ลงทะเบียนในหลักสูตรปริญญาตรีคืออะไร?,13.63 วินาที,13.632416009902954
538,ค้นหาโปรแกรมประเภทใดที่มีนักเรียนลงทะเบียนเรียนมากที่สุด?,8.35 วินาที,8.350977897644043
539,สรุปปริญญาที่มีจำนวนนักศึกษาลงทะเบียนเรียนมากที่สุดชื่ออะไร?,10.36 วินาที,10.358957052230835
540,ค้นหาโปรแกรมที่มีผู้เรียนมากที่สุด โดยระบุทั้ง ID และสรุป,7.65 วินาที,7.652307033538818
541,รหัสโปรแกรมและสรุปปริญญาที่มีนักศึกษาลงทะเบียนมากที่สุดคืออะไร?,11.74 วินาที,11.73534107208252
542,นักเรียนคนไหนที่ลงทะเบียนเรียนในโปรแกรมใด ๆ มากที่สุด? ระบุรหัส ชื่อ ชื่อกลาง นามสกุล จำนวนการลงทะเบียน และรหัสนักศึกษา,13.74 วินาที,13.735283136367798
543,ชื่อ ชื่อกลาง นามสกุล พร้อมด้วยรหัสและจำนวนการลงทะเบียน สำหรับนักศึกษาที่ลงทะเบียนเรียนในหลักสูตรใดมากที่สุด?,14.07 วินาที,14.071094989776611
544,ภาคการศึกษาใดไม่มีนักศึกษาลงทะเบียนเรียน? รายชื่อภาคการศึกษา,4.51 วินาที,4.505489349365234
545,ภาคการศึกษาที่ไม่มีนักเรียนลงทะเบียนชื่ออะไร?,4.49 วินาที,4.486923933029175
546,ชื่อหลักสูตรของหลักสูตรที่นักศึกษาเคยลงทะเบียนเรียนมีชื่ออะไรบ้าง?,5.31 วินาที,5.310611963272095
547,หลักสูตรทั้งหมดที่มีนักเรียนบางคนลงทะเบียนชื่ออะไร?,8.69 วินาที,8.685148239135742
548,สาขาวิชาที่มีผู้ลงทะเบียนเรียนมากที่สุดชื่ออะไร,11.21 วินาที,11.210726261138916
549,ชื่อหลักสูตรที่มีนักเรียนลงทะเบียนมากที่สุดคืออะไร?,9.27 วินาที,9.269032955169678
550,ค้นหานามสกุลของนักศึกษาที่ปัจจุบันอาศัยอยู่ในรัฐนอร์ธแคโรไลนา แต่ไม่ได้ลงทะเบียนในหลักสูตรปริญญาใดๆ,11.61 วินาที,11.610373735427856
551,นามสกุลของนักเรียนที่อาศัยอยู่ใน North Carolina แต่ไม่ได้ลงทะเบียนในหลักสูตรปริญญาใด ๆ คืออะไร?,11.72 วินาที,11.722023963928223
552,แสดงวันที่และรหัสของใบรับรองผลการเรียนพร้อมผลการเรียนอย่างน้อย 2 รายการ,6.99 วินาที,6.986536979675293
553,วันที่และรหัสของใบรับรองผลการเรียนที่มีอย่างน้อย 2 หลักสูตรระบุไว้คือเมื่อใด,7.11 วินาที,7.112367153167725
554,หมายเลขโทรศัพท์ของชายชื่อ ทิมโมธี และนามสกุล วอร์ด คืออะไร?,4.93 วินาที,4.9306418895721436
555,หมายเลขโทรศัพท์มือถือของนักเรียนชื่อ ทิมโมธี วอร์ด คืออะไร?,4.38 วินาที,4.382394790649414
556,นักเรียนคนแรกที่ลงทะเบียนคือใคร? ระบุชื่อ ชื่อกลาง และนามสกุล.,4.48 วินาที,4.481741189956665
557,ชื่อ ชื่อกลาง และนามสกุลของนักเรียนคนแรกที่ลงทะเบียนคืออะไร?,4.48 วินาที,4.480201959609985
558,ใครคือผู้ที่สำเร็จการศึกษาเร็วที่สุดในโรงเรียน? ระบุชื่อ ชื่อกลาง และนามสกุล.,11.22 วินาที,11.217146158218384
559,ชื่อ ชื่อกลาง และนามสกุลของบัณฑิตวิทยาลัยคนแรกสุดคืออะไร?,4.23 วินาที,4.225307941436768
560,ที่อยู่ถาวรของใครแตกต่างจากที่อยู่ปัจจุบันของเขาหรือเธอ? ระบุชื่อของเขาหรือเธอ,5.90 วินาที,5.903108835220337
561,ชื่อของนักเรียนที่มีที่อยู่ถาวรแตกต่างจากที่อยู่ปัจจุบันคืออะไร?,6.16 วินาที,6.163037061691284
562,ที่อยู่ใดมีนักเรียนจำนวนมากที่สุดในปัจจุบัน ระบุรหัสที่อยู่และบรรทัดทั้งหมด,8.44 วินาที,8.43594479560852
563,รหัส บรรทัดที่ 1 และบรรทัดที่ 2 ของที่อยู่ที่มีนักเรียนมากที่สุดคืออะไร,10.19 วินาที,10.191786050796509
564,โดยเฉลี่ยแล้วใบรับรองผลการเรียนจะถูกพิมพ์เมื่อใด,2.39 วินาที,2.3874340057373047
565,วันที่ถอดเสียงโดยเฉลี่ยคือเมื่อใด,2.36 วินาที,2.359196901321411
566,Transcript ฉบับแรกจะออกเมื่อใด ระบุวันที่และรายละเอียด,4.45 วินาที,4.454143047332764
567,วันที่เผยแพร่เร็วที่สุดคือเมื่อใด และคุณสามารถบอกรายละเอียดอะไรได้บ้าง,4.47 วินาที,4.472268104553223
568,มีการออกใบรับรองผลการเรียนกี่ฉบับ?,1.82 วินาที,1.8217298984527588
569,มีหลักฐานการถอดเสียงกี่รายการ?,1.81 วินาที,1.807800054550171
570,วันที่เผยแพร่การถอดเสียงครั้งสุดท้ายคือเมื่อใด,3.21 วินาที,3.206355333328247
571,บทถอดเสียงล่าสุดถูกปล่อยออกมาเมื่อใด?,3.20 วินาที,3.20127010345459
572,ผลการลงทะเบียนหลักสูตรสามารถแสดงในใบรับรองผลการเรียนที่แตกต่างกันได้มากสุดกี่ครั้ง แสดงรหัสการลงทะเบียนหลักสูตรด้วย,5.72 วินาที,5.722676992416382
573,จำนวนครั้งสูงสุดที่หลักสูตรปรากฏในใบรับรองผลการเรียนที่แตกต่างกันคือเท่าใด และรหัสการลงทะเบียนของหลักสูตรนั้นคือเท่าใด,14.43 วินาที,14.434197902679443
574,แสดงวันที่ของทรานสคริปต์ซึ่งแสดงผลจำนวนน้อยที่สุดพร้อมระบุรหัสด้วย,3.61 วินาที,3.606415033340454
575,วันที่และรหัสของใบรับรองผลการเรียนที่มีจำนวนผลลัพธ์น้อยที่สุดคือเมื่อใด,3.64 วินาที,3.6383039951324463
576,ค้นหาภาคการศึกษาที่นักศึกษาทั้งระดับปริญญาโทและปริญญาตรีลงทะเบียนเรียน,11.98 วินาที,11.97831416130066
577,รหัสของภาคการศึกษาที่มีนักศึกษาทั้งระดับปริญญาโทและปริญญาตรีลงทะเบียนคืออะไร?,14.03 วินาที,14.029064178466797
578,ปัจจุบันมีที่อยู่ที่แตกต่างกันกี่แห่งที่นักเรียนอาศัยอยู่?,2.95 วินาที,2.9457879066467285
579,ที่อยู่ต่างๆ ที่มีนักเรียนอาศัยอยู่ที่นั่นมีอะไรบ้าง?,11.77 วินาที,11.774192810058594
580,ระบุรายละเอียดของนักเรียนทั้งหมดโดยกลับลำดับพจนานุกรม,2.39 วินาที,2.385185956954956
581,มีรายละเอียดอะไรอีกบ้างที่คุณสามารถบอกฉันเกี่ยวกับนักเรียนโดยเรียงลำดับตัวอักษรกลับกัน,4.17 วินาที,4.169187068939209
582,อธิบายส่วน ซ.,3.64 วินาที,3.6350460052490234
583,คำอธิบายสำหรับส่วนที่ชื่อ h คืออะไร?,2.94 วินาที,2.942018985748291
584,ค้นหาชื่อของนักเรียนที่อาศัยอยู่อย่างถาวรในประเทศเฮติ หรือมีหมายเลขโทรศัพท์มือถือ 09700166582 .,9.14 วินาที,9.136073112487793
585,นักเรียนที่อาศัยอยู่ในเฮติอย่างถาวรหรือมีหมายเลขโทรศัพท์มือถือ 09700166582 ชื่ออะไร,9.11 วินาที,9.105094909667969
586,ตั้งชื่อการ์ตูนทั้งหมดตามลำดับตัวอักษร,3.75 วินาที,3.7504141330718994
587,การ์ตูนชื่ออะไร เรียงตามตัวอักษร?,2.07 วินาที,2.069309949874878
588,"รายชื่อการ์ตูนทั้งหมดที่กำกับโดย ""เบน โจนส์""",3.19 วินาที,3.1932051181793213
589,การ์ตูนทั้งหมดที่กำกับโดย Ben Jones ชื่ออะไร?,2.78 วินาที,2.7795510292053223
590,"มีการ์ตูนกี่เรื่องที่เขียนโดย ""Joseph Kuhr""?",3.17 วินาที,3.1694419384002686
591,การ์ตูนที่เขียนโดย Joseph Kuhr มีกี่เรื่อง?,3.05 วินาที,3.047959089279175
592,รายชื่อการ์ตูนทั้งหมดและผู้กำกับเรียงตามวันที่ออกอากาศ,3.20 วินาที,3.202486038208008
593,การ์ตูนทั้งหมดชื่ออะไรและกำกับโดยเรียงตามวันที่ออกอากาศ?,2.70 วินาที,2.7035017013549805
594,"ระบุชื่อการ์ตูนทั้งหมดที่กำกับโดย ""Ben Jones"" หรือ ""Brandon Vietti""",3.44 วินาที,3.442203998565674
595,การ์ตูนทั้งหมดที่กำกับโดย Ben Jones หรือ Brandon Vietti ชื่ออะไร,4.14 วินาที,4.139366149902344
596,ประเทศใดมีช่องทีวีมากที่สุด? ระบุประเทศและจำนวนช่องทีวีที่มี,4.40 วินาที,4.404356241226196
597,ประเทศใดที่มีช่องทีวีมากที่สุดและมีกี่ช่อง?,4.30 วินาที,4.297350168228149
598,ระบุจำนวนชื่อซีรีส์และเนื้อหาต่างๆ ในตารางช่องทีวี,3.05 วินาที,3.046322822570801
599,ตารางช่องทีวีมีซีรีส์และเนื้อหาที่แตกต่างกันกี่รายการ?,1.94 วินาที,1.9423809051513672
600,"เนื้อหาของช่องทีวีที่มีชื่อซีเรียลว่า ""สกายเรดิโอ"" คืออะไร?",3.61 วินาที,3.6119771003723145
601,เนื้อหาของซีรีส์ Sky Radio คืออะไร?,3.15 วินาที,3.1537139415740967
602,"Package Option ของช่องทีวีที่มีชื่อซีเรียลว่า ""Sky Radio"" คืออะไร?",3.35 วินาที,3.353747844696045
603,ตัวเลือกแพ็คเกจของช่องทีวีที่มีชื่อซีรีย์เป็น Sky Radio มีอะไรบ้าง?,3.36 วินาที,3.357893943786621
604,มีทีวีกี่ช่องที่ใช้ภาษาอังกฤษ?,2.78 วินาที,2.7802951335906982
605,มีกี่ช่องทีวีที่ใช้ภาษาอังกฤษ?,2.74 วินาที,2.741886854171753
606,รายการภาษาที่ใช้จำนวนช่องทีวีน้อยที่สุด รายการภาษาและหมายเลขช่องทีวี,4.28 วินาที,4.281071901321411
607,ช่องทีวีจำนวนน้อยที่สุดใช้ภาษาอะไรและมีกี่ช่องที่ใช้?,3.64 วินาที,3.6428749561309814
608,ระบุแต่ละภาษาและจำนวนช่องทีวีที่ใช้,2.94 วินาที,2.939349889755249
609,สำหรับแต่ละภาษา ให้ระบุจำนวนช่องทีวีที่ใช้,2.62 วินาที,2.6239538192749023
610,ช่องทีวีที่แสดงการ์ตูนเรื่อง The Rise of the Blue Beetle! คือช่องอะไร? ระบุชื่อซีรีส์ของช่องทีวี,7.29 วินาที,7.289979934692383
611,ชื่อซีรีส์ของช่องทีวีที่แสดงการ์ตูนเรื่อง The Rise of the Blue Beetle คืออะไร?,7.49 วินาที,7.490929126739502
612,"รายชื่อการ์ตูนทั้งหมดที่ฉายทางช่องทีวีชื่อซีรีส์ ""สกายเรดิโอ""",7.22 วินาที,7.223588228225708
613,"รถทั้งหมดที่อยู่ในช่องทีวีชื่อซีรีย์ว่า ""Sky Radio"" ชื่ออะไร?",4.17 วินาที,4.170508146286011
614,รายชื่อตอนของซีรีย์ทีวีทั้งหมดเรียงตามเรตติ้ง,2.37 วินาที,2.370112180709839
615,ตอนทั้งหมดเรียงลำดับตามเรตติ้งเรื่องไหนคะ?,2.06 วินาที,2.064919948577881
616,รายชื่อซีรีส์ทีวีที่มีเรตติ้งสูงสุด 3 อันดับแรก แสดงรายการตอนและเรตติ้งของซีรีส์ทีวี,3.46 วินาที,3.4648211002349854
617,3 ตอนที่มีเรตติ้งสูงที่สุดในตารางซีรีย์ทีวีคืออะไร และเรตติ้งเหล่านั้นคือเท่าใด,3.46 วินาที,3.461400032043457
618,ส่วนแบ่งขั้นต่ำและสูงสุดของซีรีย์ทีวีคือเท่าใด,2.89 วินาที,2.8862931728363037
619,ส่วนแบ่งสูงสุดและต่ำสุดสำหรับละครทีวีคือเท่าไร?,3.88 วินาที,3.884582042694092
620,"ละครโทรทัศน์ที่มีตอน ""A Love of a Lifetime"" ออกอากาศวันไหน?",3.52 วินาที,3.5218141078948975
621,"ตอน ""A Love of a Lifetime"" ออกอากาศเมื่อไหร่?",3.46 วินาที,3.4562909603118896
622,"อันดับรายสัปดาห์ของซีรีส์ทีวีที่มีตอน ""A Love of a Lifetime"" คืออะไร?",3.85 วินาที,3.8535380363464355
623,"อันดับรายสัปดาห์ของตอน ""A Love of a Lifetime"" คือเท่าไร?",3.46 วินาที,3.4567201137542725
624,"ช่องทีวีของละครโทรทัศน์ที่มีตอน ""รักชั่วชีวิต"" คืออะไร? ระบุชื่อซีรีส์ของช่องทีวี",7.34 วินาที,7.341238021850586
625,"ซีรีย์ที่มีตอน ""รักชั่วชีวิต"" ชื่ออะไรคะ?",2.76 วินาที,2.756427764892578
626,"รายการตอนของละครโทรทัศน์ทั้งหมดที่ฉายทางช่องทีวีชื่อซีรีส์ ""Sky Radio""",7.05 วินาที,7.050429821014404
627,ละครโทรทัศน์เรื่อง Sky Radio มีตอนอะไรบ้าง?,4.41 วินาที,4.411745071411133
628,ค้นหาจำนวนการ์ตูนที่กำกับโดยผู้กำกับแต่ละคน,2.63 วินาที,2.6304771900177
629,ผู้กำกับแต่ละคนสร้างการ์ตูนกี่เรื่อง?,2.62 วินาที,2.6196329593658447
630,ค้นหารหัสการผลิตและช่องการ์ตูนที่ออกอากาศล่าสุด,3.60 วินาที,3.601430892944336
631,รหัสการผลิตและช่องของการ์ตูนเรื่องล่าสุดคืออะไร?,3.59 วินาที,3.5888898372650146
632,ค้นหาตัวเลือกแพ็กเกจและชื่อซีรีส์ของช่องทีวีที่มีทีวีความคมชัดสูง,4.38 วินาที,4.380693674087524
633,ตัวเลือกแพ็คเกจและชื่อของซีรีส์สำหรับช่องทีวีที่รองรับทีวีความคมชัดสูงมีอะไรบ้าง?,4.39 วินาที,4.392218112945557
634,ช่องทีวีของประเทศใดบ้างที่เปิดดูการ์ตูนที่เขียนโดย Todd Casey,6.37 วินาที,6.369908809661865
635,ประเทศใดบ้างที่มีการ์ตูนในทีวีที่เขียนโดย Todd Casey?,6.39 วินาที,6.392998933792114
636,ช่องทีวีของประเทศใดบ้างที่ไม่เปิดดูการ์ตูนที่เขียนโดย Todd Casey,6.67 วินาที,6.6671319007873535
637,ประเทศใดบ้างที่ไม่เล่นการ์ตูนที่เขียนโดย Todd Casey?,6.50 วินาที,6.496394157409668
638,ค้นหาชื่อซีรีส์และประเทศของช่องทีวีที่กำลังเล่นการ์ตูนที่กำกับโดย Ben Jones และ Michael Chang?,9.52 วินาที,9.517172813415527
639,ชื่อซีรีส์และประเทศของช่องทีวีทั้งหมดที่เล่นการ์ตูนที่กำกับโดย Ben Jones และการ์ตูนที่กำกับโดย Michael Chang คืออะไร,14.27 วินาที,14.27484917640686
640,ค้นหาอัตราส่วนพิกเซลและประเทศของช่องทีวีที่ไม่ใช้ภาษาอังกฤษ,3.73 วินาที,3.733541965484619
641,อัตราส่วนพิกเซลและประเทศต้นทางสำหรับช่องทีวีทั้งหมดที่ไม่ได้ใช้ภาษาอังกฤษเป็นเท่าใด?,4.12 วินาที,4.121145963668823
642,ค้นหารหัสช่องทีวีจากประเทศที่มีช่องทีวีมากกว่าสองช่อง,3.04 วินาที,3.04392409324646
643,รหัสของช่องทีวีทั้งหมดที่มีมากกว่า 2 ช่องทีวีคือรหัสอะไร,3.01 วินาที,3.0111207962036133
644,ค้นหารหัสช่องทีวีที่ไม่เล่นการ์ตูนที่กำกับโดย Ben Jones,5.40 วินาที,5.404376029968262
645,รหัสช่องทีวีที่ไม่มีการ์ตูนกำกับโดย Ben Jones คืออะไร?,2.79 วินาที,2.786947250366211
646,ค้นหาตัวเลือกแพ็กเกจของช่องทีวีที่ไม่มีการ์ตูนกำกับโดย Ben Jones,4.96 วินาที,4.9613940715789795
647,ตัวเลือกแพ็คเกจของช่องทีวีทั้งหมดที่ไม่เปิดดูการ์ตูนที่กำกับโดย Ben Jones มีอะไรบ้าง?,5.85 วินาที,5.851866006851196
648,มีผู้เล่นโป๊กเกอร์กี่คน?,2.94 วินาที,2.938898801803589
649,นับจำนวนผู้เล่นโป๊กเกอร์,2.05 วินาที,2.04569411277771
650,แสดงรายการรายได้ของผู้เล่นโป๊กเกอร์ตามลำดับจากมากไปน้อย,2.68 วินาที,2.6788887977600098
651,รายได้ของผู้เล่นโป๊กเกอร์ เรียงลำดับจากมากไปน้อยตามมูลค่าเป็นเท่าใด?,3.52 วินาที,3.5186350345611572
652,รายชื่อตารางสุดท้ายที่ทำขึ้นและการจบสกอร์ที่ดีที่สุดของผู้เล่นโป๊กเกอร์,3.14 วินาที,3.13689923286438
653,อะไรคือตารางสุดท้ายที่สร้างขึ้นและจบการแข่งขันได้ดีที่สุดสำหรับผู้เล่นโป๊กเกอร์ทุกคน?,4.41 วินาที,4.410099029541016
654,รายได้เฉลี่ยของผู้เล่นโป๊กเกอร์คือเท่าไร?,2.48 วินาที,2.4781439304351807
655,คืนรายได้เฉลี่ยให้กับผู้เล่นโป๊กเกอร์ทุกคน,2.49 วินาที,2.4856889247894287
656,อันดับเงินของผู้เล่นโป๊กเกอร์ที่มีรายได้สูงสุดคือเท่าไร?,2.68 วินาที,2.6796629428863525
657,คืนอันดับเงินของผู้เล่นที่มีรายได้สูงสุด,3.21 วินาที,3.2050118446350098
658,"จำนวนโต๊ะสุดท้ายสูงสุดที่เกิดขึ้นในหมู่ผู้เล่นโป๊กเกอร์ที่มีรายได้น้อยกว่า 200,000 คือเท่าไร?",4.99 วินาที,4.989007234573364
659,"คืนตารางสุดท้ายสูงสุดที่ทำขึ้นสำหรับผู้เล่นโป๊กเกอร์ทุกคนที่มีรายได้ต่ำกว่า 200,000",4.39 วินาที,4.393628835678101
660,ผู้เล่นโป๊กเกอร์ชื่ออะไร?,4.55 วินาที,4.551628112792969
661,ส่งกลับชื่อของผู้เล่นโป๊กเกอร์ทั้งหมด,5.74 วินาที,5.742833137512207
662,"ผู้เล่นโป๊กเกอร์ที่มีรายได้มากกว่า 300,000 ชื่ออะไร?",5.31 วินาที,5.3123157024383545
663,"ระบุชื่อผู้เล่นโป๊กเกอร์ที่มีรายได้มากกว่า 300,000",7.54 วินาที,7.5354931354522705
664,รายชื่อผู้เล่นโป๊กเกอร์เรียงตามโต๊ะสุดท้ายตามลำดับจากน้อยไปหามาก,3.09 วินาที,3.094999074935913
665,ผู้เล่นโป๊กเกอร์ชื่ออะไร เรียงลำดับจากน้อยไปหามากตามจำนวนโต๊ะสุดท้ายที่พวกเขาทำ?,7.65 วินาที,7.648013114929199
666,วันเกิดของผู้เล่นโป๊กเกอร์ที่มีรายได้ต่ำที่สุดคือวันที่เท่าไหร่?,5.12 วินาที,5.119720935821533
667,กลับวันเกิดของผู้เล่นโป๊กเกอร์ที่มีรายได้ต่ำที่สุด,7.49 วินาที,7.493700981140137
668,อันดับเงินของผู้เล่นโป๊กเกอร์ที่สูงที่สุดคืออะไร?,3.66 วินาที,3.6567351818084717
669,คืนอันดับเงินของผู้เล่นโป๊กเกอร์ที่มีส่วนสูงที่สุด,3.21 วินาที,3.214440107345581
670,รายได้เฉลี่ยของผู้เล่นโป๊กเกอร์ที่มีส่วนสูงมากกว่า 200 เป็นเท่าใด?,5.72 วินาที,5.716516017913818
671,ให้รายได้เฉลี่ยของผู้เล่นโป๊กเกอร์ที่สูงกว่า 200,3.52 วินาที,3.522542953491211
672,ผู้เล่นโป๊กเกอร์ชื่ออะไรโดยเรียงตามรายรับจากมากไปหาน้อย?,6.65 วินาที,6.645534038543701
673,ส่งคืนชื่อผู้เล่นโป๊กเกอร์โดยเรียงตามรายได้มากไปหาน้อย,6.64 วินาที,6.641977310180664
674,เชื้อชาติของผู้คนและจำนวนผู้คนจากแต่ละประเทศมีอะไรบ้าง?,2.62 วินาที,2.6173038482666016
675,แต่ละสัญชาติมีกี่คน?,2.77 วินาที,2.770308017730713
676,คนส่วนใหญ่มีสัญชาติอะไร?,3.19 วินาที,3.187013864517212
677,ให้สัญชาติที่แพร่หลายมากที่สุดสำหรับทุกคน,3.21 วินาที,3.2143421173095703
678,เชื้อชาติใดบ้างที่มีคนร่วมกันอย่างน้อยสองคน?,3.66 วินาที,3.657262086868286
679,ส่งกลับสัญชาติที่มีคนตั้งแต่สองคนขึ้นไป,3.50 วินาที,3.5036461353302
680,รายชื่อและวันเกิดของบุคคลตามลำดับตัวอักษรจากน้อยไปหามาก,2.78 วินาที,2.77691388130188
681,ชื่อและวันเกิดของคนคืออะไร เรียงตามชื่อตามลำดับตัวอักษร?,2.77 วินาที,2.771851062774658
682,"แสดงชื่อบุคคลซึ่งไม่ใช่สัญชาติ ""รัสเซีย""",2.62 วินาที,2.6169700622558594
683,คนที่ไม่ได้มาจากรัสเซียชื่ออะไร?,2.48 วินาที,2.4802896976470947
684,รายชื่อบุคคลที่ไม่ใช่ผู้เล่นโป๊กเกอร์,3.96 วินาที,3.958380699157715
685,คนที่ไม่เล่นโป๊กเกอร์ชื่ออะไร?,3.99 วินาที,3.9868881702423096
686,มีกี่เชื้อชาติที่แตกต่างกัน?,2.49 วินาที,2.4865951538085938
687,นับจำนวนเชื้อชาติต่างๆ,2.32 วินาที,2.320228099822998
688,มีกี่รัฐ?,3.79 วินาที,3.785952091217041
689,ระบุหมายเลขและชื่อผู้เข้าแข่งขัน เรียงตามชื่อผู้เข้าแข่งขันจากมากไปน้อย,3.80 วินาที,3.80366587638855
690,ระบุรหัสการลงคะแนน หมายเลขโทรศัพท์ และสถานะของการลงคะแนนทั้งหมด,2.95 วินาที,2.949658155441284
691,ค่าสูงสุดและต่ำสุดของรหัสพื้นที่คือเท่าใด,3.96 วินาที,3.958089828491211
692,วันสุดท้ายที่สร้างคะแนนเสียงจากรัฐ 'CA' คืออะไร?,3.67 วินาที,3.6693429946899414
693,ผู้เข้าแข่งขันที่ไม่ใช่ชื่อ 'เจสซี่ อโลเวย์' ชื่ออะไร,4.60 วินาที,4.603446960449219
694,รัฐที่แตกต่างและสร้างเวลาของการลงคะแนนเสียงทั้งหมดคืออะไร?,2.17 วินาที,2.1713058948516846
695,หมายเลขผู้เข้าแข่งขันและชื่อของผู้เข้าแข่งขันที่ได้รับการโหวตอย่างน้อยสองเสียงคือข้อใด,6.49 วินาที,6.4946019649505615
696,ในบรรดาผู้เข้าแข่งขันที่ได้รับการโหวตทั้งหมด ผู้เข้าแข่งขันที่ได้รับคะแนนโหวตน้อยที่สุดคือหมายเลขอะไรและชื่อผู้เข้าแข่งขันที่ได้คะแนนน้อยที่สุด?,10.42 วินาที,10.422194004058838
697,จำนวนคะแนนเสียงจากรัฐ 'NY' หรือ 'CA' คือเท่าไร?,3.23 วินาที,3.2279269695281982
